Filename,Model,Dataset,Scale,PSNR,LPIPS,MS_SSIM,NIQE
0058.png,SRCNN,URBAN100,x2,28.748766782210488,0.047707367688417435,0.995653510093689,4.079236533046569
0059.png,SRCNN,URBAN100,x2,23.249399211341263,0.10712996125221252,0.9859269857406616,5.323302056943363
0060.png,SRCNN,URBAN100,x2,23.39879540578149,0.22100748121738434,0.9780764579772949,4.430693448102791
0061.png,SRCNN,URBAN100,x2,26.344099208415077,0.13813163340091705,0.9895340800285339,4.754160442195873
0062.png,SRCNN,URBAN100,x2,24.37067183437787,0.06099196895956993,0.992401123046875,4.408784473758241
0063.png,SRCNN,URBAN100,x2,23.782657492822498,0.17881470918655396,0.9767889380455017,5.752264422396035
0064.png,SRCNN,URBAN100,x2,29.354380742206917,0.10527350008487701,0.9938323497772217,4.487608890196444
0065.png,SRCNN,URBAN100,x2,27.928446813837585,0.14847224950790405,0.9916839599609375,4.784405213330786
0066.png,SRCNN,URBAN100,x2,23.881297950347506,0.18907539546489716,0.9858760237693787,5.011357030658525
0067.png,SRCNN,URBAN100,x2,21.37335557279365,0.04239853098988533,0.9908918738365173,4.700022660658561
0068.png,SRCNN,URBAN100,x2,33.629457318380396,0.04024343937635422,0.9961313605308533,7.961313975526479
0069.png,SRCNN,URBAN100,x2,26.92567329355015,0.1277744472026825,0.991248369216919,4.4904351142197925
0070.png,SRCNN,URBAN100,x2,22.833302611902116,0.2998039722442627,0.9795400500297546,5.53963482258669
0071.png,SRCNN,URBAN100,x2,28.82549143381798,0.19235970079898834,0.9847429990768433,7.047637710801458
0072.png,SRCNN,URBAN100,x2,21.72959813352813,0.062489740550518036,0.993384838104248,5.084129601655388
0073.png,SRCNN,URBAN100,x2,23.354112945810186,0.24577566981315613,0.9863241910934448,5.175140497904234
0074.png,SRCNN,URBAN100,x2,24.98178861214943,0.14633236825466156,0.9874186515808105,6.326434104460259
0075.png,SRCNN,URBAN100,x2,31.65181712066004,0.08116258680820465,0.9922763705253601,6.202436481511483
0076.png,SRCNN,URBAN100,x2,26.66115973043865,0.1204606294631958,0.991740345954895,4.20386164122253
0077.png,SRCNN,URBAN100,x2,23.653013165238875,0.2044077217578888,0.9850542545318604,4.146980920304817
0078.png,SRCNN,URBAN100,x2,30.406472879428108,0.11925753206014633,0.9912829399108887,4.153125460618607
0079.png,SRCNN,URBAN100,x2,26.935634370934682,0.23623691499233246,0.9869520664215088,5.144447055907213
0080.png,SRCNN,URBAN100,x2,37.11362636488585,0.046261560171842575,0.9960281252861023,6.340426463739104
0081.png,SRCNN,URBAN100,x2,36.326567764381295,0.0055839684791862965,0.9960670471191406,9.691749528784133
0082.png,SRCNN,URBAN100,x2,34.805342158330255,0.033573951572179794,0.9962136149406433,6.877671238202135
0083.png,SRCNN,URBAN100,x2,23.876138237647417,0.16620735824108124,0.9887911677360535,4.492977451167964
0084.png,SRCNN,URBAN100,x2,30.73041172524555,0.1093609631061554,0.9922589659690857,3.973990222052856
0085.png,SRCNN,URBAN100,x2,30.86702400488814,0.060089293867349625,0.9945332407951355,4.65200779628996
0086.png,SRCNN,URBAN100,x2,33.60425236272836,0.0732734277844429,0.9947218894958496,4.829616350623218
0087.png,SRCNN,URBAN100,x2,28.58468910324418,0.06727071106433868,0.992796778678894,5.09539322795723
0088.png,SRCNN,URBAN100,x2,21.756701259089372,0.19797250628471375,0.9842875003814697,4.9642195504046
0089.png,SRCNN,URBAN100,x2,28.92256521974716,0.15974467992782593,0.9896029233932495,5.245804420618572
0090.png,SRCNN,URBAN100,x2,38.409019436510064,0.022658927366137505,0.9969557523727417,7.873568708322178
0091.png,SRCNN,URBAN100,x2,25.388328065524654,0.16257861256599426,0.9873392581939697,5.045804021248575
0092.png,SRCNN,URBAN100,x2,19.623430918462645,0.18794776499271393,0.9806302785873413,6.2187540374756125
0093.png,SRCNN,URBAN100,x2,32.37765890698184,0.023602206259965897,0.9969737529754639,6.982071815963398
0094.png,SRCNN,URBAN100,x2,28.39779739396895,0.17730581760406494,0.9898290038108826,4.3874722183616335
0095.png,SRCNN,URBAN100,x2,21.404491903646445,0.25073325634002686,0.9760701060295105,6.008110109310907
0096.png,SRCNN,URBAN100,x2,26.775338122031002,0.09615223854780197,0.9926787614822388,5.66447233478174
0097.png,SRCNN,URBAN100,x2,26.418688141773718,0.17333121597766876,0.9903184175491333,5.552922550607964
0098.png,SRCNN,URBAN100,x2,21.711742429259203,0.2158149927854538,0.9775508642196655,5.376489522593929
0099.png,SRCNN,URBAN100,x2,25.820442547387323,0.0992826446890831,0.9875389933586121,4.518303498811354
0100.png,SRCNN,URBAN100,x2,23.61046011345634,0.0769672840833664,0.9769651293754578,6.591765324963893
0001.png,SRCNN,URBAN100,x4,24.504767109101838,0.40599122643470764,0.9414699077606201,6.8178818007050115
0002.png,SRCNN,URBAN100,x4,23.74006816383506,0.336587518453598,0.9447776675224304,6.648980629749726
0003.png,SRCNN,URBAN100,x4,21.086957046806887,0.5088939666748047,0.9089782238006592,6.622542964717421
0004.png,SRCNN,URBAN100,x4,20.671124362717343,0.31212007999420166,0.9461464881896973,6.076810708653767
0005.png,SRCNN,URBAN100,x4,24.002197288980852,0.1899692714214325,0.9758066534996033,6.942022772707783
0006.png,SRCNN,URBAN100,x4,19.863175831843517,0.4719139337539673,0.8925575613975525,6.544061418087452
0007.png,SRCNN,URBAN100,x4,26.151910856013693,0.23248127102851868,0.9630951881408691,6.513039482521401
0008.png,SRCNN,URBAN100,x4,19.154808884709183,0.43989238142967224,0.9034537076950073,7.998715985844701
0009.png,SRCNN,URBAN100,x4,29.77227296279429,0.2631576359272003,0.9601767063140869,6.3182027136572
0010.png,SRCNN,URBAN100,x4,23.178521444648254,0.2960597574710846,0.9539415240287781,7.376092395629034
0011.png,SRCNN,URBAN100,x4,15.584170061972483,0.33598947525024414,0.9190177917480469,5.9057723798342225
0012.png,SRCNN,URBAN100,x4,21.035360690439195,0.3350338935852051,0.9181005358695984,5.8914099755584575
0013.png,SRCNN,URBAN100,x4,25.582907798851604,0.28562048077583313,0.9425821304321289,6.682640914207593
0014.png,SRCNN,URBAN100,x4,20.42365328365221,0.460071861743927,0.9143664240837097,6.837476477496106
0015.png,SRCNN,URBAN100,x4,22.779673024652908,0.37909144163131714,0.9333221316337585,6.396301783227901
0016.png,SRCNN,URBAN100,x4,26.378303960290186,0.15966953337192535,0.9782079458236694,6.063280635496559
0017.png,SRCNN,URBAN100,x4,22.69063763293793,0.3134973645210266,0.9476732611656189,6.663355448782805
0018.png,SRCNN,URBAN100,x4,23.640913734468437,0.47499850392341614,0.9191674590110779,6.675568805091652
0019.png,SRCNN,URBAN100,x4,18.83690167374873,0.34047937393188477,0.9386867880821228,5.666601685993001
0020.png,SRCNN,URBAN100,x4,19.767206103250892,0.42952626943588257,0.9220072627067566,6.356035300304182
0021.png,SRCNN,URBAN100,x4,27.107783204292396,0.37832388281822205,0.9417540431022644,6.613883161816353
0022.png,SRCNN,URBAN100,x4,24.127091185010908,0.4386062026023865,0.9371210336685181,6.709804010420822
0023.png,SRCNN,URBAN100,x4,26.13988244105849,0.16709674894809723,0.9727888107299805,5.925089534355444
0024.png,SRCNN,URBAN100,x4,17.57874884136127,0.42990314960479736,0.8709189891815186,6.038459075708932
0025.png,SRCNN,URBAN100,x4,27.263168730210946,0.21271085739135742,0.9730273485183716,7.201473615875888
0026.png,SRCNN,URBAN100,x4,24.8451563948535,0.4710257351398468,0.9191875457763672,7.386008962708731
0027.png,SRCNN,URBAN100,x4,25.916685457692097,0.40760132670402527,0.9462210536003113,6.30306085839108
0028.png,SRCNN,URBAN100,x4,28.370002635142058,0.3379228413105011,0.9658454656600952,6.904980473326816
0029.png,SRCNN,URBAN100,x4,22.63890065219116,0.3679940700531006,0.9386465549468994,6.508767816161714
0030.png,SRCNN,URBAN100,x4,20.869778836636463,0.34978556632995605,0.9339175224304199,6.499868921788236
0031.png,SRCNN,URBAN100,x4,21.90220430019082,0.37575051188468933,0.9401580095291138,6.144294679243145
0032.png,SRCNN,URBAN100,x4,25.603786597255827,0.31347617506980896,0.9477721452713013,6.4331271869237545
0033.png,SRCNN,URBAN100,x4,23.509497629066708,0.3935127854347229,0.9211997985839844,6.339367801159581
0034.png,SRCNN,URBAN100,x4,20.284551083721386,0.5211567878723145,0.8945977687835693,6.256320316598461
0035.png,SRCNN,URBAN100,x4,23.107548948499968,0.25207892060279846,0.9604303240776062,6.842980212702213
0036.png,SRCNN,URBAN100,x4,25.73500992727077,0.28110429644584656,0.9681951403617859,6.776375845794349
0037.png,SRCNN,URBAN100,x4,23.371559404732288,0.3480721712112427,0.9449266195297241,6.021440676799999
0038.png,SRCNN,URBAN100,x4,23.885674976421377,0.5043429136276245,0.8841971158981323,7.154482667497638
0039.png,SRCNN,URBAN100,x4,20.191512393391086,0.43996158242225647,0.9120367765426636,6.456715561351185
0040.png,SRCNN,URBAN100,x4,21.740798762929447,0.17485234141349792,0.980390191078186,9.400471160451065
0041.png,SRCNN,URBAN100,x4,21.305648966478167,0.23020297288894653,0.9589654207229614,7.479630532461327
0042.png,SRCNN,URBAN100,x4,25.54694724760651,0.23228666186332703,0.9683778285980225,6.268998342684679
0043.png,SRCNN,URBAN100,x4,24.874947369973043,0.18356133997440338,0.9772510528564453,7.332428866332524
0044.png,SRCNN,URBAN100,x4,27.004564386128255,0.16276217997074127,0.9495438933372498,7.235147240325823
0045.png,SRCNN,URBAN100,x4,20.91295597682008,0.27182692289352417,0.9063274264335632,12.180339051763875
0046.png,SRCNN,URBAN100,x4,21.591210702473074,0.38814783096313477,0.9166797995567322,6.606086610446266
0047.png,SRCNN,URBAN100,x4,19.153838217971085,0.34390074014663696,0.9308477640151978,5.93937530408107
0048.png,SRCNN,URBAN100,x4,17.665775431620695,0.32508304715156555,0.933008074760437,5.975493553304447
0049.png,SRCNN,URBAN100,x4,20.08667269734023,0.40116602182388306,0.9295929670333862,6.483869375751486
0050.png,SRCNN,URBAN100,x4,22.78685989957235,0.4321795105934143,0.935405433177948,6.645543885195761
0051.png,SRCNN,URBAN100,x4,24.24577299793142,0.31880950927734375,0.9525518417358398,6.618319656450003
0052.png,SRCNN,URBAN100,x4,23.729102023836454,0.32132524251937866,0.9519965648651123,6.563102862499719
0053.png,SRCNN,URBAN100,x4,19.69632151906448,0.4535806477069855,0.929106593132019,6.198463996160064
0054.png,SRCNN,URBAN100,x4,18.94170735112755,0.5332547426223755,0.9085900187492371,6.55434353177233
0055.png,SRCNN,URBAN100,x4,24.685246491822763,0.2294277846813202,0.9482719898223877,8.280468601346907
0056.png,SRCNN,URBAN100,x4,22.006857606109964,0.4015341103076935,0.9361087679862976,6.896963699338889
0057.png,SRCNN,URBAN100,x4,26.413950699875347,0.3195972740650177,0.9605540633201599,6.042712041276561
0058.png,SRCNN,URBAN100,x4,22.39206742431535,0.23932763934135437,0.9519974589347839,6.080425931444034
0059.png,SRCNN,URBAN100,x4,19.54463377635467,0.38774001598358154,0.9172980189323425,6.561282939435447
0060.png,SRCNN,URBAN100,x4,20.071490913666253,0.5610026121139526,0.8753117918968201,6.567513269686331
0061.png,SRCNN,URBAN100,x4,22.07024445195796,0.39857199788093567,0.9208048582077026,6.244116769164576
0062.png,SRCNN,URBAN100,x4,19.05742258036041,0.28692835569381714,0.9236384630203247,5.499797463654335
0063.png,SRCNN,URBAN100,x4,18.754373524978146,0.42893970012664795,0.9059311151504517,6.642619755981451
0064.png,SRCNN,URBAN100,x4,24.079785533866417,0.33026331663131714,0.9462358355522156,6.635781583243457
0065.png,SRCNN,URBAN100,x4,22.892819900417937,0.41406962275505066,0.9199947118759155,7.340404329357235
0066.png,SRCNN,URBAN100,x4,20.484986040225152,0.4684441387653351,0.9107198119163513,6.823689957330824
0067.png,SRCNN,URBAN100,x4,16.361143525481413,0.1948792189359665,0.9361721277236938,4.978533834206
0068.png,SRCNN,URBAN100,x4,26.975494776322712,0.23765191435813904,0.9598084688186646,6.8125033255103
0069.png,SRCNN,URBAN100,x4,22.312429022109765,0.4451625645160675,0.9217658042907715,6.337197723607233
0070.png,SRCNN,URBAN100,x4,20.440800611573128,0.5886447429656982,0.8918828368186951,6.50180649987792
0071.png,SRCNN,URBAN100,x4,24.802859655159672,0.5133258104324341,0.896683394908905,8.552922580663086
0072.png,SRCNN,URBAN100,x4,16.86772749678482,0.3027236759662628,0.9447665214538574,6.580194906370479
0073.png,SRCNN,URBAN100,x4,18.549164971501078,0.6315383911132812,0.8741645812988281,7.2475252052550045
0074.png,SRCNN,URBAN100,x4,21.034668748940035,0.4285712242126465,0.8882527351379395,7.2226269305517405
0075.png,SRCNN,URBAN100,x4,26.74850943376818,0.2943212389945984,0.9636189341545105,6.588403080182201
0076.png,SRCNN,URBAN100,x4,20.541378422016088,0.4039852023124695,0.9092869758605957,6.211274644133585
0077.png,SRCNN,URBAN100,x4,20.87636637200883,0.5053176879882812,0.9154369831085205,6.241587205527572
0078.png,SRCNN,URBAN100,x4,25.13822421205999,0.3965023159980774,0.9221839904785156,5.877826523609741
0079.png,SRCNN,URBAN100,x4,22.917685600251364,0.5286409854888916,0.924325168132782,7.321968069339179
0080.png,SRCNN,URBAN100,x4,31.811845458278608,0.204626202583313,0.9794638156890869,7.142944386653155
0081.png,SRCNN,URBAN100,x4,29.073271812627613,0.04588384926319122,0.979627788066864,8.13860288004349
0082.png,SRCNN,URBAN100,x4,27.94246709325971,0.16727963089942932,0.9782710075378418,6.419209995100091
0083.png,SRCNN,URBAN100,x4,19.954673343684977,0.4443439543247223,0.9145113825798035,5.976041866100531
0084.png,SRCNN,URBAN100,x4,25.828066377602987,0.37319132685661316,0.9463722109794617,6.7763985996466
0085.png,SRCNN,URBAN100,x4,25.198852307846636,0.22754216194152832,0.9667792320251465,6.473042541572708
0086.png,SRCNN,URBAN100,x4,27.508530604369973,0.24779823422431946,0.9646662473678589,6.398026532945647
0087.png,SRCNN,URBAN100,x4,22.84027746522138,0.2789984345436096,0.949701189994812,6.279037424517787
0088.png,SRCNN,URBAN100,x4,17.733805595912095,0.5519568920135498,0.8785773515701294,6.392856136325779
0089.png,SRCNN,URBAN100,x4,24.654913832524656,0.4212442934513092,0.9184460639953613,6.402837974161488
0090.png,SRCNN,URBAN100,x4,30.204522194850124,0.18581287562847137,0.9769837260246277,7.157534051662718
0091.png,SRCNN,URBAN100,x4,21.01458786916622,0.5030293464660645,0.9015786051750183,7.250795253902301
0092.png,SRCNN,URBAN100,x4,15.93159536324726,0.4968995451927185,0.8785552382469177,5.709004477942126
0093.png,SRCNN,URBAN100,x4,24.216842073450344,0.16819201409816742,0.9693161845207214,6.5910361010927625
0094.png,SRCNN,URBAN100,x4,24.648813952000076,0.43505799770355225,0.9367925524711609,6.429480310549074
0095.png,SRCNN,URBAN100,x4,17.89657345199891,0.5759454965591431,0.8154517412185669,8.56657436258019
0096.png,SRCNN,URBAN100,x4,21.059307152523065,0.34200069308280945,0.9386505484580994,6.700768652979455
0097.png,SRCNN,URBAN100,x4,22.263804978592926,0.39996564388275146,0.9361578822135925,6.667212153449009
0098.png,SRCNN,URBAN100,x4,18.618953545550067,0.5869219303131104,0.8494277000427246,6.759136346591206
0099.png,SRCNN,URBAN100,x4,21.18178405086411,0.4316699504852295,0.9063071608543396,6.776798919579873
0100.png,SRCNN,URBAN100,x4,20.69741633705246,0.2994352877140045,0.9060863852500916,6.4442198169925335
102061.png,SRCNN,BSD100,x2,25.853366578152553,0.19530603289604187,0.9687420725822449,5.452722100443789
109053.png,SRCNN,BSD100,x2,27.041323412324036,0.1456153392791748,0.9514061212539673,4.380337716999561
12084.png,SRCNN,BSD100,x2,26.118751060728776,0.1441200226545334,0.9529895782470703,5.037781897682226
157055.png,SRCNN,BSD100,x2,25.03109634581206,0.12394630163908005,0.9606444239616394,4.281669499981214
170057.png,SRCNN,BSD100,x2,27.790058661057376,0.18361511826515198,0.9611005783081055,4.462454378221357
19021.png,SRCNN,BSD100,x2,25.48403825174189,0.20652610063552856,0.958559513092041,4.677595781246635
196073.png,SRCNN,BSD100,x2,26.883849651888248,0.44305530190467834,0.9154065847396851,8.038698028987179
197017.png,SRCNN,BSD100,x2,26.30497661338516,0.22152425348758698,0.9451550245285034,5.135521720328501
219090.png,SRCNN,BSD100,x2,24.944264342025193,0.2029893696308136,0.9533452987670898,5.498965721888796
291000.png,SRCNN,BSD100,x2,20.802176200694305,0.4674142599105835,0.9139852523803711,6.3676484978757255
306005.png,SRCNN,BSD100,x2,26.646316292346125,0.15264113247394562,0.9650446176528931,4.466092342537853
3096.png,SRCNN,BSD100,x2,34.27788244294599,0.03612011671066284,0.9903128147125244,8.151874942607018
38082.png,SRCNN,BSD100,x2,26.5782558854286,0.30438482761383057,0.9430915713310242,5.7717269219128395
42012.png,SRCNN,BSD100,x2,27.94554481670341,0.1352071762084961,0.9671887755393982,4.20423738938066
43074.png,SRCNN,BSD100,x2,28.74567780351669,0.13350918889045715,0.9621206521987915,4.9221596711683375
45096.png,SRCNN,BSD100,x2,33.646437878465754,0.06973254680633545,0.9845278263092041,5.832708326351514
69020.png,SRCNN,BSD100,x2,26.154670286109788,0.30657005310058594,0.9383845329284668,5.7485521704553015
85048.png,SRCNN,BSD100,x2,24.354981822764916,0.13157899677753448,0.9538817405700684,5.891322044591025
86016.png,SRCNN,BSD100,x2,20.960245219487664,0.5693804621696472,0.8873453140258789,9.105832419519482
86068.png,SRCNN,BSD100,x2,26.28226034876824,0.35488855838775635,0.9344561100006104,6.077384555658295
102061.png,SRCNN,BSD100,x4,24.034094249361967,0.459985613822937,0.9449955821037292,7.113964074709005
109053.png,SRCNN,BSD100,x4,26.601728310179666,0.3899780213832855,0.9320799112319946,6.745877694544763
12084.png,SRCNN,BSD100,x4,24.511213306517337,0.45171305537223816,0.907991886138916,7.404663672841168
157055.png,SRCNN,BSD100,x4,23.58565646203847,0.37965214252471924,0.9281951785087585,6.96971827695018
170057.png,SRCNN,BSD100,x4,26.827838184117347,0.4254080057144165,0.9369512796401978,7.3420242854334905
19021.png,SRCNN,BSD100,x4,24.158950173647714,0.497596800327301,0.9222782850265503,6.663237964192613
196073.png,SRCNN,BSD100,x4,26.226499142507475,0.7831653952598572,0.8587505221366882,8.278871543472343
197017.png,SRCNN,BSD100,x4,25.635309643089972,0.4710061550140381,0.9172982573509216,6.600611021182041
219090.png,SRCNN,BSD100,x4,24.06726964560949,0.5084635019302368,0.9267308115959167,6.439148990709779
291000.png,SRCNN,BSD100,x4,19.579922148766205,0.8285318613052368,0.827272891998291,7.238577537226865
306005.png,SRCNN,BSD100,x4,25.33603662100103,0.3944883644580841,0.9370826482772827,6.6841990994989935
3096.png,SRCNN,BSD100,x4,33.84149620281199,0.15788891911506653,0.9877018928527832,8.946017273702175
38082.png,SRCNN,BSD100,x4,25.295808836928057,0.6115039587020874,0.8961517810821533,7.588427890785727
42012.png,SRCNN,BSD100,x4,26.791568556487512,0.38409367203712463,0.9458451271057129,6.6334245820952855
43074.png,SRCNN,BSD100,x4,27.8887631675883,0.3838796317577362,0.9385429620742798,6.971626932247851
45096.png,SRCNN,BSD100,x4,32.017475623043524,0.23485150933265686,0.9754065871238708,6.689693884617641
69020.png,SRCNN,BSD100,x4,25.127163036276826,0.6479395031929016,0.8862991333007812,7.3923856012554605
85048.png,SRCNN,BSD100,x4,22.781018634988133,0.4525572955608368,0.9098610877990723,7.2543167389284635
86016.png,SRCNN,BSD100,x4,20.452651295397715,0.9446195960044861,0.7808751463890076,7.7027070958806565
86068.png,SRCNN,BSD100,x4,25.196267573279187,0.7630429267883301,0.8756568431854248,7.019365096960225
0001.png,EDSR,DIV2K,x2,36.53216725763809,0.07864691317081451,0.9980487823486328,4.135554149870556
0002.png,EDSR,DIV2K,x2,40.89523564930097,0.032826829701662064,0.9977949857711792,5.303724030819541
0003.png,EDSR,DIV2K,x2,46.13563449463044,0.013375131413340569,0.9988641738891602,5.23676933834279
0004.png,EDSR,DIV2K,x2,33.103485800055786,0.08888731151819229,0.9955404996871948,3.0456853889723625
0005.png,EDSR,DIV2K,x2,33.69603444504929,0.20388756692409515,0.9946945905685425,4.440081818584581
0006.png,EDSR,DIV2K,x2,35.82133991193814,0.046162351965904236,0.9974085688591003,3.3957269758929245
0007.png,EDSR,DIV2K,x2,24.122390160006596,0.17839835584163666,0.9866149425506592,3.8565141885038554
0008.png,EDSR,DIV2K,x2,30.99129580466758,0.11557319760322571,0.9941757917404175,3.9938386099880856
0009.png,EDSR,DIV2K,x2,40.24124583630412,0.06320900470018387,0.9984328746795654,4.478570339963777
0010.png,EDSR,DIV2K,x2,33.33975214665516,0.10194332897663116,0.9964008331298828,4.3479513924482855
0011.png,EDSR,DIV2K,x2,34.63733705873956,0.15988363325595856,0.9956225752830505,3.8889786368753976
0012.png,EDSR,DIV2K,x2,33.99859914568783,0.07583462446928024,0.9964384436607361,3.339609757519634
0013.png,EDSR,DIV2K,x2,36.67973550979098,0.09182419627904892,0.9963542819023132,3.824833828325507
0014.png,EDSR,DIV2K,x2,34.55568393512946,0.03781833499670029,0.9976948499679565,4.107565064562434
0015.png,EDSR,DIV2K,x2,39.4054643129927,0.0669725239276886,0.9976575374603271,4.33270078369619
0016.png,EDSR,DIV2K,x2,36.90861350543236,0.11642158776521683,0.9963668584823608,3.6156121794714187
0017.png,EDSR,DIV2K,x2,37.16601418929174,0.08780550956726074,0.9967517852783203,3.686412138586851
0018.png,EDSR,DIV2K,x2,36.06258011543579,0.04101132974028587,0.9982943534851074,3.8668481459591124
0019.png,EDSR,DIV2K,x2,34.70535552680905,0.06405889242887497,0.9976356029510498,3.315400085965878
0020.png,EDSR,DIV2K,x2,32.08169986520204,0.052315227687358856,0.9969325065612793,3.1726436719337356
0021.png,EDSR,DIV2K,x2,39.50586876642888,0.008808725513517857,0.9987856149673462,4.287892429492519
0022.png,EDSR,DIV2K,x2,36.892522893407616,0.04794265702366829,0.998031497001648,3.5602324283157034
0023.png,EDSR,DIV2K,x2,31.242271711145975,0.06505072116851807,0.9953703880310059,3.3030136592385975
0024.png,EDSR,DIV2K,x2,33.43640209747584,0.06239532679319382,0.9971222877502441,3.8244726944508467
0025.png,EDSR,DIV2K,x2,33.525683162800405,0.08214810490608215,0.9967831969261169,3.2836812290956736
0026.png,EDSR,DIV2K,x2,28.638874132359163,0.09860388189554214,0.9921647310256958,3.3900002637269435
0027.png,EDSR,DIV2K,x2,39.71269449210468,0.09575790166854858,0.9970942735671997,4.291243714275725
0028.png,EDSR,DIV2K,x2,33.51454508866433,0.003353691194206476,0.998818576335907,4.877684824985898
0029.png,EDSR,DIV2K,x2,28.841216655646033,0.2830778658390045,0.9765805602073669,4.6336820447053935
0030.png,EDSR,DIV2K,x2,28.87178516740299,0.12965667247772217,0.9925795793533325,3.518094620751965
0031.png,EDSR,DIV2K,x2,37.9355943919652,0.03594488278031349,0.9980916976928711,3.2778014524571377
0032.png,EDSR,DIV2K,x2,38.96381684738915,0.04397587478160858,0.9979717135429382,3.528329886856597
0033.png,EDSR,DIV2K,x2,39.972479874780674,0.08138318359851837,0.99717116355896,5.13280558124963
0034.png,EDSR,DIV2K,x2,30.190967575072936,0.10169453173875809,0.9952658414840698,3.3338335634380214
0035.png,EDSR,DIV2K,x2,26.91981107147878,0.20871958136558533,0.9903301000595093,4.068781731540937
0036.png,EDSR,DIV2K,x2,31.91264847101813,0.049878109246492386,0.9958490133285522,3.611979652337715
0037.png,EDSR,DIV2K,x2,32.81645953534492,0.047288667410612106,0.9975199699401855,3.1617930259859377
0038.png,EDSR,DIV2K,x2,41.48714016922497,0.12298400700092316,0.996803879737854,5.07170120879857
0039.png,EDSR,DIV2K,x2,33.28643078119642,0.1379288285970688,0.9956878423690796,4.190838553744428
0040.png,EDSR,DIV2K,x2,34.07759255301692,0.09010624140501022,0.9968483448028564,3.5808930928642586
0041.png,EDSR,DIV2K,x2,34.884351706964594,0.05921667069196701,0.9971436262130737,3.0770641367381253
0042.png,EDSR,DIV2K,x2,35.32495631628787,0.07317933440208435,0.9970812797546387,3.81485371125331
0043.png,EDSR,DIV2K,x2,44.25183585037851,0.018359171226620674,0.9990808367729187,10.786255722726466
0044.png,EDSR,DIV2K,x2,48.44428776181588,0.007908793166279793,0.9989983439445496,5.942518739509558
0045.png,EDSR,DIV2K,x2,31.340978643572708,0.08947515487670898,0.9943076968193054,3.9536951585055653
0046.png,EDSR,DIV2K,x2,31.924410251614486,0.07807967066764832,0.9942838549613953,3.581125372745977
0047.png,EDSR,DIV2K,x2,34.08106874543332,0.05680639296770096,0.9968051314353943,3.011875730428236
0048.png,EDSR,DIV2K,x2,31.79298238075991,0.13915356993675232,0.9911286234855652,4.054105451301337
0049.png,EDSR,DIV2K,x2,29.333862385399957,0.04727809131145477,0.9968612194061279,3.205445440564451
0050.png,EDSR,DIV2K,x2,34.58625869507908,0.07385685294866562,0.9964904189109802,3.5388077642773816
0051.png,EDSR,DIV2K,x2,35.26098020591441,0.05122107267379761,0.9960446357727051,4.432334215940643
0052.png,EDSR,DIV2K,x2,35.672681755692125,0.06197299808263779,0.9964339137077332,3.5445781934401923
0053.png,EDSR,DIV2K,x2,41.105104465801794,0.04775868356227875,0.99810791015625,4.823621607765287
0054.png,EDSR,DIV2K,x2,29.436393757685227,0.10279654711484909,0.9932823181152344,3.50198163533579
0055.png,EDSR,DIV2K,x2,33.56699910091384,0.20925584435462952,0.991498589515686,4.274560613808756
0056.png,EDSR,DIV2K,x2,30.642497993066918,0.11987408250570297,0.995121955871582,4.10233844521836
0057.png,EDSR,DIV2K,x2,35.9266459590012,0.23794889450073242,0.9885430335998535,6.851364339635202
0058.png,EDSR,DIV2K,x2,34.10426488494827,0.09294583648443222,0.9960136413574219,3.3990337366952637
0059.png,EDSR,DIV2K,x2,30.58169883470295,0.13704082369804382,0.9935040473937988,4.131864633149925
0060.png,EDSR,DIV2K,x2,25.77094681042898,0.18039466440677643,0.9935216903686523,3.4255383213916444
0061.png,EDSR,DIV2K,x2,28.919693584396548,0.057213712483644485,0.9953227043151855,3.523918705679268
0062.png,EDSR,DIV2K,x2,36.69380456223125,0.16770565509796143,0.993624210357666,4.960426331466868
0063.png,EDSR,DIV2K,x2,37.24023527353257,0.06053409352898598,0.9970434904098511,4.557574799852337
0064.png,EDSR,DIV2K,x2,35.2497001541165,0.1361164003610611,0.9958612322807312,3.9802593521714904
0065.png,EDSR,DIV2K,x2,31.388840315058406,0.14155054092407227,0.9936476945877075,3.689337451008723
0066.png,EDSR,DIV2K,x2,29.50825087886492,0.14025089144706726,0.9958710074424744,4.134274081314427
0067.png,EDSR,DIV2K,x2,35.40639792944437,0.05245247483253479,0.9974657893180847,3.735856855133825
0068.png,EDSR,DIV2K,x2,38.27292289012993,0.015352223068475723,0.9987540245056152,4.842677810201477
0069.png,EDSR,DIV2K,x2,29.014093475846778,0.08726951479911804,0.9960781931877136,3.57009955166309
0070.png,EDSR,DIV2K,x2,35.62559470404371,0.08367148041725159,0.9978620409965515,4.024921317478578
0071.png,EDSR,DIV2K,x2,38.341357282248,0.04033590853214264,0.998141884803772,3.609515521432932
0072.png,EDSR,DIV2K,x2,28.948652922636875,0.14216828346252441,0.9937845468521118,3.802029591255794
0073.png,EDSR,DIV2K,x2,29.42577232968351,0.07859869301319122,0.9946337938308716,2.9571013699486044
0074.png,EDSR,DIV2K,x2,35.21249366961137,0.11403780430555344,0.9953474402427673,3.4766998038797015
0075.png,EDSR,DIV2K,x2,29.814590876202494,0.11275018751621246,0.993478000164032,4.069448037584767
0076.png,EDSR,DIV2K,x2,26.228628575473675,0.17365893721580505,0.9895760416984558,3.4242606205972526
0077.png,EDSR,DIV2K,x2,45.024243956691514,0.02109283022582531,0.9988406896591187,5.899123556730633
